Review,Label Review,Kepuasan Umum/Sentimen
"Bola udangnya cuma 2 padahal tulisannya 3, rasanya ga fresh kaya udah digoreng beberapa kali, tepungnya keras, rasanya aneh, sambelnya juga kureng bgttt, sangat tidak rekomend","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
"tadi nyampe ayamnya ga ada panas/anget anget-Nya. Tapi tetep enak kok, mungkin karena aku persennya pagi tengah malam 😁",Rasa & Tekstur Makanan,Positive
plisss adain cumi yg ga asin huhu biar makin sering belinyaaa,Rasa & Tekstur Makanan,Neutral
alhamdulillah kenyang tapi ayamnya sama tepungnya agak keras,Rasa & Tekstur Makanan,Negative
cuminya kok hitam ya??,Umum,Neutral
pesanan tidak sesuai.,Umum,Positive
"tumben banget pesenan barusan box nya berminyak banget,baru pesan kulit rasanya kayak gigit batu 😖keras banget entah itu kulit apa gumpalan2 tepung,sebenar nya tdi pesan Enoki berhubung enokinya habis di tlp driver y akhirnya ganti lah kulit",Rasa & Tekstur Makanan,Negative
"saya order add on es teh tapi ini es teh nya gaada, tolong lain kali teliti ya kak!! sudah nunggu es tehnya tapi malah gak dateng terima kasih","Minuman , Minuman (Es teh)",Neutral
"ini entah salah di ayam nya yg sudah nginap, atau minyak gorengnya yg salah. saya harus jujur demi kebaikan resto ini juga. sambal enak, nasi pulen, indomie nya mantap banget. cuman itu aja salahnya. entah di ayam nya atau di minyak gorengnya.","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
"Kmrn beli ga dikasih bumbu, trs skrg sambelnya beli mentai tapi dikasih bawang:(","Pelengkap (Bumbu) , Pelengkap (Sambal)",Neutral
nasi kurang matang...,Umum,Negative
asin padahal sering beli ga gini apa beda tangan yg masak beda rasa?,Rasa & Tekstur Makanan,Neutral
cumi nya alot...gk bisa dimakan...bumbu nya enak....jd aku buang...masak cumi ada triknya....kelamaan goreng nya jadi alot kayak karet....diperbaiki lagi....,"Pelengkap (Bumbu) , Rasa & Tekstur Makanan",Negative
mantap enak harga pas,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
"saya pernah pesen yg cumi tapi yg pertama kali saya pesan cuminya bener"" potongan cumi cincin gituu, gatau ya kok yg saya pesen skrg potongan cuminya agak ga teratur + agak amis dikitt dan nasinya menurut saya agak lemes (?) jadinya kayak lontong 🙏 tapi overall sambel bajagnya pedes bangett dan enak, cocok buat yg suka pedes. sukses terus geprek joderr!!","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
saya pesen yang indomie kok yang dtg nasi,Umum,Neutral
enyakkkkkkkkkkkkkk,Umum,Neutral
udah langganan beli disini 👍👍👍,Umum,Positive
"Lama sekali😭 saya pesan di jam 13.00, baru selesai dibuatkan dijam 14.44, driver jadi menunggu lama disana, apalagi saya😭 pas sampe jamur enoki nya sdh lembek😭 mohon diperhatikan lagi yaaa",Umum,Negative
"gmn ini sy pesen cumi dan ayam mayo jumbo yg dtg koq ayam semua porsi kecil lg, tlg lebih diperhatikan lg....",Porsi & Harga,Neutral
"2 kali mesen menu yang ada sosisnya cuma gadikasih trs juga gaada keterangan sosisnya ada apa enggak, harusnya kalo habis dikasih keterangan",Umum,Neutral
Sambalnya kadang manis kadang pedas dan asin,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
"udah 2x pesen di cabang yg ini hasil nya selalu zonk, dari segi rasa,sambel nya aneh, pas aku pesen yang sambel bawang tapi kok sambelnya rasanya manis banget😭🥲 salah kasih garam kali ya gataunya gula, tapi ayam nya okee, pedesnya juga oke cuma rasa sambelnya manis… tolong lebih diperhatikan lagi yah","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
Mantap pengiriman cepat,Pelayanan,Positive
Padahal minta nya sambel bawang tapi dikasinya sambel bajak :(,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
LAMAA BANGETT SUMPAH,Umum,Negative
"Odeng habis diganti sosis ok lah, tp sambel nya kelupaan nih, jd gaada sambelnya hehe",Pelengkap (Sambal),Neutral
Restonya jelek gak bagus es teh saya gak ada padahal saya sudah pesan harga mahal pelayanan buruk saya sampai tlpn admin resto gak jawab gak sopan,"Minuman , Minuman (Es teh) , Pelayanan , Porsi & Harga",Negative
AYAMNYA BAUUU GA ENAKK SUMPAH,Rasa & Tekstur Makanan,Neutral
1. sambal minta di pisah tidak di pish 2. sambal bajaq ikannya kulit di kasii ayam 3. sambal galby ikannya ayam di kasi kulit,Pelengkap (Sambal),Neutral
puas deh beli di sini,Umum,Positive
Ada sponge besi di cumi nya :(,Umum,Neutral
Salah pesanan. Gak bisa saya makan.,Umum,Negative
"makanan yg dikirim kurang 1 bungkus. pesan 7, dikirim cuman 6",Kemasan & Kebersihan,Negative
sambal bajag nya udah agak kecut dan asam,Pelengkap (Sambal),Neutral
kak maaf pop ice nya kebanyakan air mungkin saran bs pakai gelas kecil saja,Porsi & Harga,Neutral
siomay mentai anyep,Umum,Neutral
"Sambelnya terlalu mentah, Porsi Oke,rasa enak","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Positive
Enaaaak tapi ga bisa cancel pesanan krn salah pencet,Umum,Negative
dikit banget kejunya padahal enak loh,Rasa & Tekstur Makanan,Positive
mantap rasa dan porsinya 👍👍,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
rasa kurang enak cumi nya keras,Rasa & Tekstur Makanan,Negative
GK kemakan nasinya kuning macam beras sembako.baru beli dah dibikin kecewa,Rasa & Tekstur Makanan,Negative
"Di pesanan Nasi ganti mie single trs sy nambah nasi 1, tapi nasinya ga ada. cuma mie sama ayam saja. Saya g tau ini mie nya dbl atau single, tapi sy asumsikan aja single",Rasa & Tekstur Makanan,Neutral
"kak ayam geprek x ice tea, tapi ice teanya ga ada",Umum,Neutral
"enakk, tapi lauknya yg datang bukan cumi😓",Rasa & Tekstur Makanan,Positive
makasii udh dikasi porsinya lebih banyakk bakal jadi langganan 🥰🥰🥰,Porsi & Harga,Positive
"pesen banyak saus, yg dateng mentai semua udah pesen ganti kulit, masih aja dapet ayam",Porsi & Harga,Neutral
pesan yang +mentai tp gaada mentainya,Umum,Neutral
"udah telat hampir 2 jam, sambel tidak sesuai pesanan",Pelengkap (Sambal),Positive
pesen lauk aja malah di kasih nasi 😔😔😔😔,Umum,Neutral
porsi nasinya kurang hehe,"Porsi & Harga , Porsi & Harga (Porsi Nasi) , Rasa & Tekstur Makanan",Negative
ayam nya agak over cook atoz kak...,Umum,Neutral
pesan paket brutal tp malaj dikasi reguler nasinya sedikit lebih teliti lain kali!!!👎👎👎👎,"Porsi & Harga , Rasa & Tekstur Makanan",Negative
"mantap👍, terimakasih sudah mendengarkan kritik saya, sukses selalu ayam geprek joder ka dhani 🔥🔥",Umum,Positive
"nasinya pera keras, mending buat nasi goreng",Rasa & Tekstur Makanan,Negative
"sesuai kata temen-temen, kalau pesen joder lebih baik langsung ke tempatnya biar ga ada menu yang kurang alias ini sosisnya kemana yaaaaaaa",Umum,Neutral
"Biasanya kremus enoki yg dicampur sama ayam geprek tetep anget, ini udah dingin dan gak crispy",Umum,Neutral
prosesnya lama sekali melebihi estimasi,Umum,Negative
"Mie nya sepertinya bukan indomie goreng, jadi mie biasa, tp tetep enak mengenyangkan ✨",Rasa & Tekstur Makanan,Positive
pesanan ada yang kurang🙏🏻,Umum,Negative
"tepung keras bgt,asin bgt",Rasa & Tekstur Makanan,Negative
"pelayanan sangat sangat lama, cuminya alot sekali gak bisa digigit","Pelayanan , Rasa & Tekstur Makanan",Negative
"rasa curry nya sangat asin, hampir tidak bisa dimakan",Rasa & Tekstur Makanan,Neutral
"mantab,harga murah porsi kenyang",Porsi & Harga,Neutral
Semoga chef dan semua crew Ayam Geprek Jo Ka Dhani diberikan panjang umur dan rezeki yang berlimpah supaya bisa senantiasa membahagiakan customer dengan hidangan-hidangan yang dapat menggugah selera dan meningkatkan nafsu makan. Amiiin.,Kualitas Umum,Neutral
setelah beberapa kali pesan disini satu hal yang saya sadari adalah jangan pesan tambahan custom2. saya pesan geprek + pentol 3 lalu di add on minta menambah pentol lagi 3. eh tetap saja dapetnya 3 saja bukan 6 kmrn juga sama tapi kemarin saya pesan yang satu pentol saja lalu saya add on 3. yg dateng 3 bukan 4. tolong improve di ini nya ya. saya jadi malas untuk tambah2 kalau begini.,Umum,Neutral
sambalnya kok kecut yaa? gak fresh yaa?,Pelengkap (Sambal),Neutral
saya beli paket promo yg ada dimsum nya tapi dimsum nya gaada,Umum,Neutral
"Ayamnya Busuk... Baunya Badek , kayak Bau Ayam Tiren, .",Umum,Negative
Di bilang pisah pisah gak satu dua kali APAKAH KURANG JELAS PERKATA AN SAYA.,Umum,Negative
"baru pertama kali nyoba sambal bawang bakar, rasanya aneh pliss. tapi ayam gepreknya enak, kriuk.","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
"terimakasih, ayamnya banyak dan mantep pol",Porsi & Harga,Neutral
berasnya puyeh ayamnya juga gak crispy minyaknya masih banyak gak di tiriskan,Porsi & Harga,Neutral
baik .tapi kurang bakarnya,Umum,Negative
"udh dikasih note minta dikasih es agak banyak malah gk dikasih es, astaga kalo malem pesen pasti gini gk pernah beres",Porsi & Harga,Neutral
maaf untuk skrng mie kurang matang .. saya langganan di geprek joder,Umum,Neutral
"sudah jelas pesan geprek sambal bawang + tambah sambal bawang. dikasihnya geprek biasa dan sambalnya dipisah, rugi. butuh bukti ?",Pelengkap (Sambal),Neutral
"nasi nya dikit,, rasa nya ok",Rasa & Tekstur Makanan,Neutral
"Waktu ada promo gede pasti rasanya ngaco😓😓😓 orderan kali ini dapet gumpalan tepung tepung yg ngga ada ayamnya sambelnya juga ngga ada rasa, enokinya gosong mas 😭🙏🏻🙏🏻 dipembelian biasanya over all oke bgt, tapi yg kali ini kenapaa","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
"saya pesan nasi jamur+sosis jumbo, yang saya dapetin cuma jamur sama nasi aja",Umum,Neutral
mantap porsi mengenyangkan & rasa sambal enak.. jamur enokinya banyak,"Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Positive
"parah bgt masa pesen lauk dikasi menu nasi, trs pesen enoki jumbo yg dipisah dikasinya seitil😔kecewa der, pdhl sejelas itu pesenannya",Rasa & Tekstur Makanan,Negative
"ayamnya kurang fresh, padahal sudah sering beli tapi baru kali ini dapat ayam kurang fresh seperti sudah berkali2 masuk freezer/pendingin/lemari es",Umum,Negative
"baru coba diparukam dgn saus mentai bakar cocok bgt di lidah, spicy galbi juga most my fav",Umum,Neutral
nasinya masih mentah😢,Rasa & Tekstur Makanan,Neutral
"minta tolong yang teliti nyiapin orderan nya ,es teh ku ketinggalan","Minuman , Minuman (Es teh)",Neutral
mie.nya kek dah lama. ya ampun pelayanan cepet si cepet. TPI ini kek mie dri pagi. udah gede2,Pelayanan,Negative
"ayamnya kering banget smpe warnanya brubah krna keseringan di hangatkan, syang sekali",Rasa & Tekstur Makanan,Negative
"porsi banyak, kenyang, plus enak","Porsi & Harga , Rasa & Tekstur Makanan",Positive
"udh peswn samvel tapi ga dikasih, saddd",Umum,Neutral
pesen sama sosis tp sosisnya hilang :(,Umum,Neutral
Joder udah paling OP....,Umum,Neutral
"pesenan kurang langsung dianter, makasihh",Umum,Negative
Cukup sudah. Makasih.,Umum,Neutral
"worth it buat harga segini, niceu🤩",Porsi & Harga,Neutral
ga ada sambalnya,Pelengkap (Sambal),Neutral
"-pesanan tidak sesuai,pesan cumi (cumi habis mau diganti ayam) tp yg datang kulit. -terlalu asin",Rasa & Tekstur Makanan,Positive
"PESEN AYAM GEPREKK + JAMURR YANG DATENG JAMURR DOANG SAMA SAMBELLLLL!!!!!! TOLONG YAAA MENUNYAA DI PERBAIKIII JANGAN BANYAKK MENU TAMBAHANN BIKIN YG BELI BINGUNG, KIRAINN AYAM GEPREK + JAMURRR TERNYTAAA JAMUR AJAAA!!!! UDAH LAPER LAPER NUNGGU EH DATENG NYA CUMA JAMURR MOHOM DI PERBAIKIII YAAAA KAK!","Pelengkap (Sambal) , Porsi & Harga",Neutral
"ini pertama kali aku nyoba, menurut aku ayamnya kurang segar aja gitu, berminyak banget sampai minyaknya meluber ke bawah nasi jadi waktu dimakan ada eneg2 nya karna kebanyakan minyak. atau bisa juga minyak dari sambal bawangnya sih. untuk sambalnya oke kok, porsinya juga pas gak kurang dan gak lebih. semoga kritik saya bisa membantu, terimakasih dan terus semangat untuk menciptakan rasa yg lebih muantullll 💝","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Nasi) , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Neutral
sambel nya kurang berasa,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
"es teh ny selalu nggk dianter, add on nasi jg nggk dianter","Minuman , Minuman (Es teh)",Neutral
"pesan 3 ayam pakai sambal bawang dan 2 ayam pakai sambal mentai , tapi yg datang sambal bawang semua. tolong lebih diperhatikan lagi permintaan customer .",Pelengkap (Sambal),Neutral
"beli enoki spicy galbi, datengnya cajun mayo🥲",Umum,Neutral
cuman satu lama banget nungguin nyaa,Umum,Negative
salah pesan yg ayam gepek ga ada,Umum,Negative
cabe ya kbnyakan kakk. ini mah nasi cabeee namanya,Umum,Neutral
"sayang banget nasinya bantet, kayak ketannya di jajan lemper tapi yg puadet. Kurang tau itu emang konsepnya apa gimana, tp menurut saya jelas nggak cocok sama ayam geprek.",Rasa & Tekstur Makanan,Negative
"lamaaaa bgt nyiapin pesenannya sampe lewat dr batas pengiriman. terus minta sambelnya dibanyakin tp dikasinya malah kaya cuma diolesin doang. sama pesennya porsi jumbo tp yg dtg ayamnya dikit bgt bgt bgt, ga kaya porsi jumbo 😔 padahal biasanya oke loh","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Neutral
enak bgt mo nangis😭😭😭 bakalan repeat order terus klo ke sby🫶🏻,Rasa & Tekstur Makanan,Positive
mantapp.................,Umum,Positive
untuk makanan baik ..cuma kl menu hbs pelanggan gak di kasih tau. terus nunggunya lamaa banget hampir 2 jam. Driver nunggu 1½ jam lebih cuma buat nunggu yg ngasih info driver kl menu hbs..trs hrs ganti apa ..driver yg tlp pelanggan..,Umum,Negative
enak bangett saus mayoo nyaaa mantull,Rasa & Tekstur Makanan,Positive
"rasa ayamnya aneh, banyak berubahnya","Porsi & Harga , Rasa & Tekstur Makanan",Neutral
"ada yang pesanan yang kurang, es teh saya kurang satu","Minuman , Minuman (Es teh)",Negative
"Kaget waktu dateng banyak nemu kulit dan tulang muda yg biasanya nggak ada 😢 trus jadi kurang crispy dan porsi dagingnya nggak kayak biasanya.. please diperbaiki, saya suka ayam geprek yg sebelum ini","Porsi & Harga , Porsi & Harga (Porsi Daging)",Negative
"mas/mba air mineralku manaa 😭🫵🏼 udah add cheers padahal, tp gaopo wes tetep full bintang",Umum,Neutral
WOYY JAMUR ENOKI GW MANAAA😭😭😭😭,Umum,Neutral
"Rasanya lumayan tapi porsinya kedikitan untuk kategori jumbo, mahal kalau gapake promo. Trus ini tadi indomienya lupa diaduk khh 😔😔","Porsi & Harga , Rasa & Tekstur Makanan",Negative
pesen mentai bakar sama mayo bakar yang dateng sambel bawang sama mayo biasa,Pelengkap (Sambal),Neutral
"Waktu menunggu order via aplikasi sangatlah lama, dan managemen rush hour kurang baik",Umum,Negative
"maaf banget tp ini dimsumnya kenapa kecut yaa, mana dalemnya kyk tepung blm mateng dan dinginnn. tp untuk ayamnya ofc enakk🥹🙏 maaf ya kak kecewa bangettt",Rasa & Tekstur Makanan,Neutral
"pesen 2 porsi saus mentai bakar, minta 1 nya di ganti sambel bajak malah dikasih sambal bawang kedua""nya GO BLOK","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal)",Neutral
kurang banyak porsinya,Porsi & Harga,Negative
"siip pokokx,,rasa n kemasanx juga baguss n enk...","Kemasan & Kebersihan , Rasa & Tekstur Makanan",Neutral
tidak sesuai pesanan,Umum,Positive
i love you chef,Umum,Neutral
aku pesen tambahan enoki krispi sama kulit krispi malah gada tambahannya,Umum,Neutral
cumi lumayan alot mohon di perbaiki,Rasa & Tekstur Makanan,Negative
"kak ini nama sambelnya apa ya? soalnya tadi saya pesen sambel bawang, tapi kok beda",Pelengkap (Sambal),Neutral
TEPUNGNYA KERAS SEPERTI BATU SEMEN 😀,Rasa & Tekstur Makanan,Negative
"worth it, enak, langganan, tapi kali ini sebel soalnya sambelnya dicampur, padahal note nya sambal dipisah, jadi kepedesan","Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Positive
"GK WORTH IT. DAGING SEDIKIT, NASI BANYAK & DINGIN",Porsi & Harga,Negative
"Setengah porsi awal masih menikmati, mungkin karena saya terbiasa makan di warung pinggir jalan, lidah saya lebih bisa ""toleransi"" daripada pembeli lain, gk ada rasa aneh2 seperti yg dikeluhkan. Nah petakanya di setengah porsi berikutnya. Ternyata daging sudah habis di setengah porsi awal, sisanya tepung di bawah dan rasanya uasin sin sin.... Dan kalau saya bayangkan, asinnya bukan karena garamnya kayaknya, tapi karena kebanyakan bumbu racik kemasan. Alangkah baiknya, cara memasaknya di awal adalah dg merebus daging dengan kaldu dg takaran bumbu secukupnya, sehingga tdk khawatir rasanya hambar. baru setelah itu, digoreng dg tepung yg bumbunya jg secukupnya. Kalau saya rasakan, kyknya yg goreng khawatir kalau dagingnya tdk terasa bumbunya, akhirnya tepungnya yg dibnyakin bumbunya. Selama ayam sudah dalam kondisi direbus dg kaldu (seperti ayam ungkep), tepung hanya butuh bumbu sedikit saja. Apalagi ini ayam geprek, bukan ayam goreng bertepung. Semoga bisa menjadi masukan.","Kemasan & Kebersihan , Pelengkap (Bumbu) , Porsi & Harga , Porsi & Harga (Porsi Daging) , Rasa & Tekstur Makanan",Negative
"boxny bekas kebakar gitu, msh aja dikirim, minimal ganti boxny",Umum,Neutral
cumi nya gak fresh,Umum,Neutral
pedasnya ngenah bnget👌👌,Rasa & Tekstur Makanan,Neutral
"ga tau kenapa beda dari kemarin, kemarin juga beli 6 porsi enak"" aja, sekarang tepungnya banyak keras juga, nasinya juga ga Punel kayak kemarin","Porsi & Harga , Porsi & Harga (Porsi Nasi) , Rasa & Tekstur Makanan",Neutral
"kurang bersih,saya beli es teh nya malah ada nasinya didalam mohon lebih ditingkatkan lagi","Kemasan & Kebersihan , Minuman , Minuman (Es teh) , Rasa & Tekstur Makanan",Negative
terlalu asin ayamnya,Rasa & Tekstur Makanan,Neutral
"Beli paket isi 2 (Jumbo + Sosis) tidak dapat sosis sama sekali, semoga kedepannya diperbaiki lebih baik lagi supaya penjual lebih jeli dalam melihat pesanan :)))",Umum,Neutral
enak enak poll seminggu udah 3x makan geprek joder😭😻,Rasa & Tekstur Makanan,Positive
Mantap porsi brutal enak bangett,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
puedes nampolll,Umum,Neutral
"Nasinya kurang enak, ayam sama sambalnya mantap","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
"es tehnya basi, pesen saos tambahan juga ga dikasih","Minuman , Minuman (Es teh)",Neutral
"Uwenak pol, porsinya juga banyak sekali sampai tumpah-tumpah. Joss gandos! 👍","Porsi & Harga , Rasa & Tekstur Makanan",Positive
"menunggu 2 jam, sangat lama",Umum,Negative
ayamnya bau macem ayam tiren,Umum,Negative
"porsinya banyak, pedesnya nampolll",Porsi & Harga,Neutral
masakannya kurang sedep,Umum,Negative
minta tolong utk goreng enoki jgn terlalu banyak minyak nya,Porsi & Harga,Neutral
ayamnya banyak pol,Porsi & Harga,Neutral
"menu dimsumnya lagi kosong.. restaurant langsung konfirmasi lewat chat, lewat kurir gofood dan ada tulisan di boxnya kalau diganti👍🏻 box khusus gojeknya juga bagus 👍🏻 penjual responsif rasa ayam gepreknya enak, yg saus pecel agak pedas tapi masih aman dimakan sama yg gk suka pedes, yg ayam arabian rasa rempah sausnya enak kyak curry sama kuah masak kuning makasih bnyak next beli lagi disini 😄","Pelayanan , Rasa & Tekstur Makanan",Positive
Saya pesan mentah bakar kak ko yang datang mayo,Umum,Neutral
"jangan karna promo, sampe kualitas dilupakan",Kualitas Umum,Neutral
keseringan pesenan makanannya kurang 👎🏻,Umum,Negative
enak bgtt Worth it,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
"Nambah sosis tapi gadikasi dan es blackcurrantnya gamanis dan ga kerasa blackcurrant, semoga bisa diperbaiki padahal sering sekali beli disini",Rasa & Tekstur Makanan,Negative
"Tiap beli disini tu pasti lamaaaa banget, ga pernah ga delayed, setelah cross check emang karyawannya yg lemot, plis deh kalo tau lg antrian panjang tu gercep gitu dong, masa pesen 1 porsi makan aja hampir 2 jam",Porsi & Harga,Negative
"porsinya ga konsisten, kadang banyak kadang dikit, ga ayam ga sambal sama aja","Kualitas Umum , Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal)",Neutral
Enak banget! Recommended !,Rasa & Tekstur Makanan,Positive
tidak sesuai dengan pesanan. pesan geprek + sosis + udang rambutan yg datang hanya geprek dan pentol saja. tidak ada konfirmasi terlebih dahulu. membuat customer jadi rugi,Umum,Positive
Pesenannya yg datang nggk lengkap. Untuk cuminya kadang pesen alot kadang nggk kurang konsisten. Nggk seperti joder yg dlu,"Kualitas Umum , Rasa & Tekstur Makanan",Negative
"saya pesan enoki yg seharga hampir 12k, tapi katanya stoknya kosong, yaudah gapapa. terus akhirnya ditanyain minta diganti apa. dikasih dua pilihan, saya milih sosis. nah, saya kira dengan harga sosisnya yg 6k, bakal digantikan dengan 2 potong sosis, ternyata yg datang cuman 1. yasudah lah, tolong ditingkatkan lagi ya 👍",Porsi & Harga,Neutral
PESEN KULIT LO ISA GA DIKASIH?? KORUPSI/TELEDOR??,Umum,Neutral
lama bgt pengirimannya,Umum,Negative
"sambele kecut ,,,,,,,,,,",Pelengkap (Sambal),Neutral
nasinya masih kurang mateng dikit,Rasa & Tekstur Makanan,Negative
NASI DOANG APAAN,Umum,Neutral
"dicuminya pdhl udh custom ganti mentai, tp tetep sambel bawang:)",Pelengkap (Sambal),Neutral
dpt nasi mentah + sambel bawang nya nggk ada rasa (hambar pait),"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
"pesanan kurang lengkap, mienya tidak ada",Umum,Negative
"untuk order nasi ayam geprek jumbo sosis, saya tambah sosis kok yang datang cuma 1 sosisnya",Umum,Neutral
"salah saus🥲 harusnya mentai bakar, yg di kasih malah saus pedes Korea itu",Umum,Negative
love u chef 🫶🫰😻,Umum,Neutral
"nasinya jelek ayam busuk ngga fresh, dikira saya ini hewan apa ya dikasih makanan busuk, TOLONG DIPERBAIKI. MASA SAYA DAPET AYAM YANG BAUNYA BUSUK BANGET",Rasa & Tekstur Makanan,Negative
"pedes parah , catatan GK dibaca ( kata cayang)",Umum,Neutral
saus arabiannya kecuttt poollll,Umum,Neutral
saus arabiannya agak asin yak tp enak kok kayak bumbu mie instann,"Pelengkap (Bumbu) , Rasa & Tekstur Makanan",Positive
"pengennya dapat sambal extra malah yang dateng cuma sambal extra nya doang,",Pelengkap (Sambal),Neutral
"dengan harga segini packagingnya kurang rapi sii, nasinya juga ga hangat, ayamnya alot juga.","Kemasan & Kebersihan , Porsi & Harga , Rasa & Tekstur Makanan",Negative
"enokinya kosong, diganti udang gundul rambutan, eh keras banget. jelas-jelas pesennya nasi ayam geprek x sambal bawang x cajun mayo, yg dateng gaada sambal bawangnya... beda banget pelayanannya sama yg dulu","Pelayanan , Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
Porsinya tidak seperti biasanya apa karena pesannya banyak ya,Porsi & Harga,Neutral
nasi nya ada yang set matang,Umum,Neutral
"cuminya kali ini enak, ga keras kaya kemarin aku beli. ayamnya pun ga kering2 banget. coba kalo konsisten terus kaya gini","Kualitas Umum , Rasa & Tekstur Makanan",Negative
enak tp nasinya kelembekan,Rasa & Tekstur Makanan,Positive
Niat jualan ngak? cumi nya gosong terus ayamnya cuma tepung doang,Umum,Neutral
"PESANAN TIDAK SESUAI. CAPEK2 TELITI PESAN 11 BOX , YG DATANG SALAH SEMUA ! Bad, no recommended~",Umum,Neutral
"nasinya masih ada yang mentah,sama ayamnya kayaknya udah basih tp masih dijual, kebanyakan kulit doang gaada ayamnya,kecewa banget beli di sini cukup sekali aja beli disini","Porsi & Harga , Rasa & Tekstur Makanan",Negative
"nasi nya ga mateng, kaya kurang air. pas dimakan ada keras keras nya sayang banget padahal beli 4 porsi tapi nasi nya gini semua. padahal lauk sama sambal nya udah enak+banyak. jadi cuma kemakan lauk nya saja","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Nasi) , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Negative
"Saya beli cemilan enoki reguler pake CAJUN MAYO bukan CEMILAN ENOKI TEBUS MURAH ya kak, udh dikasih notes DICEK LAGI DICEK LAGI! dari kemarin salah terus. Ditingkatkan lg pelayanannya kak.","Pelayanan , Porsi & Harga",Negative
ayam nya enak tapi cuminya gosong item,Rasa & Tekstur Makanan,Positive
⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,Umum,Neutral
"Oke sih tapi sambel bawangnya agak cemplang, saran aja mungkin bisa dikoreksi rasa lagi untuk sambel bawangnya dan dikasih alat makan.","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
